Cidade,Ano,Mês,y_true,yhat_xgb,data_ref
Pirenópolis,2024,4,58.2,101.448814,2024-04-01
Palminópolis,2024,4,20.09,42.657585,2024-04-01
Buriti de Goiás,2024,4,78.0,23.677921,2024-04-01
Minaçu,2024,4,209.75,117.18923,2024-04-01
Maurilândia,2024,4,34.48,38.94335,2024-04-01
Petrolina de Goiás,2024,4,266.11,40.112858,2024-04-01
Aurilândia,2024,4,23.0,38.888435,2024-04-01
Abadia de Goiás,2024,4,235.56,80.02791,2024-04-01
Pilar de Goiás,2024,4,5.04,37.267628,2024-04-01
Buritinópolis,2024,4,4.0,23.630466,2024-04-01
Piracanjuba,2024,4,168.64,93.942825,2024-04-01
Piranhas,2024,4,62.58,73.2062,2024-04-01
Terezópolis de Goiás,2024,4,80.0,49.08799,2024-04-01
Teresina de Goiás,2024,4,8.0,20.80634,2024-04-01
Caiapônia,2024,4,78.0,99.8901,2024-04-01
Moiporá,2024,4,31.0,22.575993,2024-04-01
Palmelo,2024,4,5.6,21.543009,2024-04-01
Alto Horizonte,2024,4,14.46,37.542114,2024-04-01
Montividiu,2024,4,12.48,85.22684,2024-04-01
Amaralina,2024,4,36.0,29.267183,2024-04-01
Caçu,2024,4,148.75,65.83066,2024-04-01
Ouro Verde de Goiás,2024,4,22.64,32.64276,2024-04-01
Britânia,2024,4,323.9,80.13033,2024-04-01
Edealina,2024,4,33.6,118.410545,2024-04-01
Ouvidor,2024,4,39.36,331.27942,2024-04-01
Alvorada do Norte,2024,4,22.04,43.948833,2024-04-01
Silvânia,2024,4,282.76,97.27538,2024-04-01
Sítio D'Abadia,2024,4,13.0,42.661274,2024-04-01
Padre Bernardo,2024,4,9.82,119.96768,2024-04-01
Cachoeira Dourada,2024,4,31.92,51.20503,2024-04-01
Anicuns,2024,4,64.2,73.29376,2024-04-01
Palestina de Goiás,2024,4,169.0,31.340248,2024-04-01
Montes Claros de Goiás,2024,4,80.95,52.106853,2024-04-01
Palmeiras de Goiás,2024,4,109.02,137.57986,2024-04-01
Buriti Alegre,2024,4,55.5,55.87838,2024-04-01
Três Ranchos,2024,4,73.61,31.924152,2024-04-01
Aruanã,2024,4,235.08,76.77531,2024-04-01
Edéia,2024,4,55.6,51.0559,2024-04-01
Cachoeira Alta,2024,4,32.0,52.63165,2024-04-01
Avelinópolis,2024,4,35.0,23.856813,2024-04-01
São Patrício,2024,4,3.0,23.049587,2024-04-01
Hidrolândia,2024,4,268.56,110.50815,2024-04-01
Bela Vista de Goiás,2024,4,269.66,172.64055,2024-04-01
Ivolândia,2024,4,25.0,34.203747,2024-04-01
Goianira,2024,4,154.62,125.11129,2024-04-01
Jandaia,2024,4,68.82,39.44568,2024-04-01
Sanclerlândia,2024,4,31.0,41.846436,2024-04-01
São João da Paraúna,2024,4,22.0,41.5726,2024-04-01
Jaraguá,2024,4,268.88,130.58379,2024-04-01
Catalão,2024,4,590.99,479.0689,2024-04-01
Jataí,2024,4,534.94,474.44086,2024-04-01
Rubiataba,2024,4,94.0,60.35208,2024-04-01
Vicentinópolis,2024,4,50.04,43.281246,2024-04-01
Goiânia,2024,4,11144.28,5081.7725,2024-04-01
São João D'Aliança,2024,4,82.38,78.61594,2024-04-01
Jaupaci,2024,4,36.04,23.812382,2024-04-01
Posse,2024,4,77.6,79.60601,2024-04-01
Turvelândia,2024,4,24.43,41.936176,2024-04-01
Joviânia,2024,4,9.0,47.232,2024-04-01
Rio Verde,2024,4,1080.54,950.4763,2024-04-01
Castelândia,2024,4,4.6,23.797329,2024-04-01
Jussara,2024,4,231.1,145.62274,2024-04-01
Goianésia,2024,4,631.72,203.04872,2024-04-01
Castelândia,2024,4,4.6,23.797329,2024-04-01
Santa Bárbara de Goiás,2024,4,34.24,34.492214,2024-04-01
Aragarças,2024,4,200.96,65.35206,2024-04-01
Itumbiara,2024,4,1082.64,659.7905,2024-04-01
Corumbaíba,2024,4,164.02,87.94628,2024-04-01
Itaguaru,2024,4,14.0,28.985573,2024-04-01
Gouvelândia,2024,4,38.0,35.64632,2024-04-01
Itapaci,2024,4,178.84,102.62742,2024-04-01
Cezarina,2024,4,55.9,69.77763,2024-04-01
Itapirapuã,2024,4,79.25,36.15611,2024-04-01
Santa Helena de Goiás,2024,4,239.99,192.62067,2024-04-01
São Francisco de Goiás,2024,4,10.0,37.542114,2024-04-01
Vianópolis,2024,4,60.48,99.66482,2024-04-01
Itapuranga,2024,4,44.8,91.59792,2024-04-01
Santa Fé de Goiás,2024,4,36.98,54.476677,2024-04-01
Ceres,2024,4,155.61,82.83531,2024-04-01
Goiatuba,2024,4,202.06,191.48598,2024-04-01
Itarumã,2024,4,25.34,38.544937,2024-04-01
Cristalina,2024,4,365.0,368.8972,2024-04-01
Itauçu,2024,4,12.1,34.951797,2024-04-01
Santa Cruz de Goiás,2024,4,14.95,33.059895,2024-04-01
Cavalcante,2024,4,4.0,29.659784,2024-04-01
Caturaí,2024,4,15.0,34.279842,2024-04-01
Goiás,2024,4,116.68,97.99293,2024-04-01
Lagoa Santa,2024,4,22.84,16.74952,2024-04-01
São Miguel do Araguaia,2024,4,107.01,97.341286,2024-04-01
Leopoldo de Bulhões,2024,4,33.8,38.94335,2024-04-01
Vila Propício,2024,4,59.0,52.235756,2024-04-01
Aragoiânia,2024,4,70.24,49.648685,2024-04-01
Professor Jamil,2024,4,9.0,34.25928,2024-04-01
Mairipotaba,2024,4,58.0,30.053604,2024-04-01
Abadiânia,2024,4,104.6,81.90937,2024-04-01
Crixás,2024,4,73.73,112.25776,2024-04-01
Águas Lindas de Goiás,2024,4,155.0,168.09119,2024-04-01
Campos Verdes,2024,4,12.0,31.851292,2024-04-01
Carmo do Rio Verde,2024,4,51.0,36.83529,2024-04-01
Aparecida de Goiânia,2024,4,1865.38,1073.2599,2024-04-01
Goianápolis,2024,4,26.24,50.14368,2024-04-01
São Miguel do Passa Quatro,2024,4,6.0,37.86445,2024-04-01
Morrinhos,2024,4,234.76,235.67653,2024-04-01
Quirinópolis,2024,4,471.0,248.23805,2024-04-01
Rio Quente,2024,4,56.52,61.334106,2024-04-01
Campo Limpo de Goiás,2024,4,2.8,51.34246,2024-04-01
Montividiu do Norte,2024,4,15.0,18.33777,2024-04-01
Mara Rosa,2024,4,57.7,177.58044,2024-04-01
Goiandira,2024,4,36.4,33.093655,2024-04-01
Rianápolis,2024,4,41.32,31.017136,2024-04-01
Luziânia,2024,4,270.14,540.38635,2024-04-01
Morro Agudo de Goiás,2024,4,4.64,21.49708,2024-04-01
Marzagão,2024,4,7.2,24.240814,2024-04-01
Campos Belos,2024,4,24.25,48.14704,2024-04-01
Cromínia,2024,4,42.0,30.517284,2024-04-01
Barro Alto,2024,4,15.0,60.14798,2024-04-01
Gameleira de Goiás,2024,4,5.0,39.510975,2024-04-01
Aporé,2024,4,17.44,39.09655,2024-04-01
Moiporá,2024,5,3.92,29.472654,2024-05-01
Taquaral de Goiás,2024,5,28.0,54.9372,2024-05-01
Uirapuru,2024,5,15.7,47.149117,2024-05-01
Matrinchã,2024,5,47.6,57.413204,2024-05-01
Santo Antônio de Goiás,2024,5,73.96,75.145775,2024-05-01
Uruaçu,2024,5,396.62,209.56772,2024-05-01
Cristalina,2024,5,409.58,547.4357,2024-05-01
Fazenda Nova,2024,5,38.0,44.93856,2024-05-01
São Simão,2024,5,295.06,58.209084,2024-05-01
Terezópolis de Goiás,2024,5,8.0,65.059525,2024-05-01
Cromínia,2024,5,41.44,41.597313,2024-05-01
Gouvelândia,2024,5,36.29,49.663254,2024-05-01
Gameleira de Goiás,2024,5,52.6,50.423256,2024-05-01
Hidrolândia,2024,5,340.84,170.11122,2024-05-01
Formoso,2024,5,58.6,61.33662,2024-05-01
Goiatuba,2024,5,269.03,246.37045,2024-05-01
Guapó,2024,5,2241.0,113.41953,2024-05-01
São Francisco de Goiás,2024,5,37.92,50.04532,2024-05-01
Turvânia,2024,5,2.8,41.120285,2024-05-01
Goianápolis,2024,5,58.68,70.10892,2024-05-01
Maurilândia,2024,5,90.09,55.989754,2024-05-01
Mineiros,2024,5,482.32,307.76566,2024-05-01
Trombas,2024,5,40.08,52.66932,2024-05-01
Minaçu,2024,5,229.91,143.18677,2024-05-01
Goiás,2024,5,129.11,164.91899,2024-05-01
Montes Claros de Goiás,2024,5,40.35,75.56202,2024-05-01
Lagoa Santa,2024,5,22.7,13.614767,2024-05-01
Firminópolis,2024,5,83.6,70.16407,2024-05-01
Doverlândia,2024,5,36.48,52.025322,2024-05-01
Estrela do Norte,2024,5,16.28,71.7382,2024-05-01
Guarani de Goiás,2024,5,3.0,79.39422,2024-05-01
Heitoraí,2024,5,6.0,53.707317,2024-05-01
Anápolis,2024,5,1394.7,2573.023,2024-05-01
Goiandira,2024,5,48.88,40.19064,2024-05-01
Turvelândia,2024,5,40.52,72.34552,2024-05-01
Faina,2024,5,13.9,51.13035,2024-05-01
Guarinos,2024,5,11.5,50.466526,2024-05-01
Crixás,2024,5,71.96,160.49556,2024-05-01
Goianésia,2024,5,416.3,234.61966,2024-05-01
Serranópolis,2024,5,101.0,48.13258,2024-05-01
São Miguel do Araguaia,2024,5,231.32,141.25526,2024-05-01
Trindade,2024,5,925.84,599.5848,2024-05-01
Cristianópolis,2024,5,19.6,52.246105,2024-05-01
Goiânia,2024,5,6479.23,7031.9976,2024-05-01
Montividiu,2024,5,55.0,164.9268,2024-05-01
Monte Alegre de Goiás,2024,5,51.0,24.233767,2024-05-01
Formosa,2024,5,350.71,423.19687,2024-05-01
Água Limpa,2024,5,9.9,31.353285,2024-05-01
Aparecida do Rio Doce,2024,5,51.12,73.96172,2024-05-01
São Miguel do Passa Quatro,2024,5,15.0,43.255035,2024-05-01
Flores de Goiás,2024,5,18.65,63.493565,2024-05-01
Anicuns,2024,5,65.3,118.9728,2024-05-01
Guaraíta,2024,5,30.0,45.118977,2024-05-01
Diorama,2024,5,34.48,32.522785,2024-05-01
São João da Paraúna,2024,5,10.0,66.98832,2024-05-01
Silvânia,2024,5,144.66,172.02934,2024-05-01
Senador Canedo,2024,5,728.5,883.66296,2024-05-01
Goianira,2024,5,438.14,148.7106,2024-05-01
Aparecida de Goiânia,2024,5,1831.81,2445.6396,2024-05-01
Edealina,2024,5,76.6,158.95316,2024-05-01
Três Ranchos,2024,5,56.34,39.021137,2024-05-01
Corumbaíba,2024,5,64.36,172.85133,2024-05-01
Santo Antônio do Descoberto,2024,5,147.72,135.05415,2024-05-01
Jandaia,2024,5,98.9,58.478317,2024-05-01
Itaguaru,2024,5,101.8,43.519,2024-05-01
Alto Paraíso de Goiás,2024,5,18.0,75.51223,2024-05-01
Novo Gama,2024,5,127.0,148.69057,2024-05-01
Itapaci,2024,5,82.36,115.90839,2024-05-01
Portelândia,2024,5,15.0,37.0438,2024-05-01
Castelândia,2024,5,22.95,30.56439,2024-05-01
Cezarina,2024,5,72.6,103.43595,2024-05-01
Novo Brasil,2024,5,35.2,44.73018,2024-05-01
Campo Alegre de Goiás,2024,5,14.08,216.3859,2024-05-01
Itapirapuã,2024,5,91.97,55.933746,2024-05-01
Santa Helena de Goiás,2024,5,379.85,256.20493,2024-05-01
Caldas Novas,2024,5,732.0,1107.2107,2024-05-01
Acreúna,2024,5,231.73,138.3733,2024-05-01
Nova Veneza,2024,5,141.83,120.36616,2024-05-01
Mundo Novo,2024,5,62.7,64.786835,2024-05-01
Arenópolis,2024,5,10.6,48.03948,2024-05-01
Bonópolis,2024,5,18.96,61.64107,2024-05-01
Mozarlândia,2024,5,158.52,177.3647,2024-05-01
Vianópolis,2024,5,71.1,146.28479,2024-05-01
Mossâmedes,2024,5,8.0,51.594803,2024-05-01
Santa Isabel,2024,5,8.0,25.231916,2024-05-01
Ouvidor,2024,5,17.6,595.7604,2024-05-01
Itaberaí,2024,5,347.42,366.07385,2024-05-01
Itajá,2024,5,39.5,19.30683,2024-05-01
Britânia,2024,5,49.3,103.65276,2024-05-01
Chapadão do Céu,2024,5,65.1,101.72813,2024-05-01
Joviânia,2024,5,322.5,56.836403,2024-05-01
Morro Agudo de Goiás,2024,5,18.48,24.853834,2024-05-01
Amaralina,2024,5,23.4,46.9665,2024-05-01
Ouro Verde de Goiás,2024,5,17.04,37.99897,2024-05-01
Itaguari,2024,5,10.0,43.03387,2024-05-01
Bela Vista de Goiás,2024,5,329.48,199.46628,2024-05-01
Caiapônia,2024,5,184.0,291.6922,2024-05-01
Varjão,2024,5,10.0,42.287807,2024-05-01
Posse,2024,5,100.44,128.17049,2024-05-01
Alto Horizonte,2024,5,59.37,50.04532,2024-05-01
Orizona,2024,5,407.03,164.74509,2024-05-01
Novo Planalto,2024,5,35.64,72.11824,2024-05-01
Brazabrantes,2024,5,7.5,47.847363,2024-05-01
Alvorada do Norte,2024,5,22.26,62.17759,2024-05-01
Abadiânia,2024,5,120.18,129.46371,2024-05-01
Rubiataba,2024,5,114.56,105.10126,2024-05-01
Campestre de Goiás,2024,5,21.0,44.909428,2024-05-01
Itumbiara,2024,5,1008.66,1043.4476,2024-05-01
Nova América,2024,5,7.49,26.009783,2024-05-01
Mutunópolis,2024,5,49.65,51.44835,2024-05-01
Bom Jardim de Goiás,2024,5,165.4,69.152245,2024-05-01
Americano do Brasil,2024,5,48.83,40.355995,2024-05-01
Nazário,2024,5,75.76,114.73229,2024-05-01
Amorinópolis,2024,5,11.0,33.985954,2024-05-01
Pontalina,2024,5,175.56,152.81415,2024-05-01
Niquelândia,2024,5,374.42,372.22653,2024-05-01
Aragarças,2024,5,116.89,114.936554,2024-05-01
Santa Bárbara de Goiás,2024,5,74.92,44.094563,2024-05-01
Porangatu,2024,5,542.88,213.22379,2024-05-01
Vicentinópolis,2024,5,92.88,66.886955,2024-05-01
Nerópolis,2024,5,83.28,151.11562,2024-05-01
Ivolândia,2024,5,5.6,51.44835,2024-05-01
Campinaçu,2024,5,27.48,36.22084,2024-05-01
Jaraguá,2024,5,326.0,193.32828,2024-05-01
Caldas Novas,2024,5,732.0,1107.2107,2024-05-01
Bonfinópolis,2024,5,87.96,60.96189,2024-05-01
Nova Crixás,2024,5,190.18,164.63203,2024-05-01
Itapuranga,2024,5,97.23,146.3907,2024-05-01
Santa Fé de Goiás,2024,5,271.76,94.043655,2024-05-01
Jataí,2024,5,593.2,347.9838,2024-05-01
Ceres,2024,5,255.52,127.213455,2024-05-01
Aloândia,2024,5,54.0,23.531124,2024-05-01
Nova Iguaçu de Goiás,2024,5,56.84,50.00031,2024-05-01
Araguapaz,2024,5,26.2,53.36874,2024-05-01
Nova Glória,2024,5,90.42,25.895449,2024-05-01
Itarumã,2024,5,110.72,54.77872,2024-05-01
Porteirão,2024,5,249.48,50.091167,2024-05-01
Caldazinha,2024,5,23.45,59.11304,2024-05-01
Catalão,2024,5,814.27,1094.8448,2024-05-01
Campinorte,2024,5,169.24,83.432495,2024-05-01
Itauçu,2024,5,45.0,37.817974,2024-05-01
Santa Cruz de Goiás,2024,5,80.6,73.06529,2024-05-01
Adelândia,2024,5,46.4,38.34611,2024-05-01
Planaltina,2024,5,1742.48,132.70267,2024-05-01
Caturaí,2024,5,16.0,55.904427,2024-05-01
Rio Verde,2024,5,1917.22,2192.3308,2024-05-01
Sanclerlândia,2024,5,86.8,53.758896,2024-05-01
Caçu,2024,5,222.08,56.20417,2024-05-01
Paraúna,2024,5,65.16,165.09283,2024-05-01
Santa Terezinha de Goiás,2024,5,24.3,43.512524,2024-05-01
Barro Alto,2024,5,87.98,72.978485,2024-05-01
Paranaiguara,2024,5,21.8,58.947388,2024-05-01
Mambaí,2024,5,30.48,69.01431,2024-05-01
Panamá,2024,5,3.36,52.27114,2024-05-01
Indiara,2024,5,29.31,151.9426,2024-05-01
Pirenópolis,2024,5,120.0,169.3534,2024-05-01
Cocalzinho de Goiás,2024,5,64.44,146.74756,2024-05-01
Rio Quente,2024,5,90.8,105.69963,2024-05-01
Pires do Rio,2024,5,225.84,565.20654,2024-05-01
Leopoldo de Bulhões,2024,5,40.92,50.85582,2024-05-01
Ipameri,2024,5,71.35,163.96274,2024-05-01
Mara Rosa,2024,5,56.52,196.17433,2024-05-01
Palminópolis,2024,5,11.48,48.188766,2024-05-01
Quirinópolis,2024,5,376.02,242.58295,2024-05-01
Cabeceiras,2024,5,39.0,94.043655,2024-05-01
Inaciolândia,2024,5,57.63,57.199192,2024-05-01
Águas Lindas de Goiás,2024,5,309.19,298.12204,2024-05-01
Uruana,2024,5,56.78,29.311834,2024-05-01
Carmo do Rio Verde,2024,5,81.85,40.56823,2024-05-01
Piranhas,2024,5,114.66,110.617004,2024-05-01
Hidrolina,2024,5,52.0,51.556732,2024-05-01
Piracanjuba,2024,5,164.87,195.47536,2024-05-01
Aragoiânia,2024,5,81.78,65.63102,2024-05-01
Santo Antônio da Barra,2024,5,10.48,34.481735,2024-05-01
Rianápolis,2024,5,22.92,34.81541,2024-05-01
Abadia de Goiás,2024,5,178.42,112.34951,2024-05-01
Córrego do Ouro,2024,5,18.0,28.310396,2024-05-01
Aporé,2024,5,5.0,18.312504,2024-05-01
Aurilândia,2024,5,8.0,44.06583,2024-05-01
Petrolina de Goiás,2024,5,45.48,52.025322,2024-05-01
Luziânia,2024,5,566.68,772.6868,2024-05-01
Campos Verdes,2024,5,19.0,60.03131,2024-05-01
Perolândia,2024,5,8.0,29.461037,2024-05-01
Alexânia,2024,5,420.87,129.55505,2024-05-01
Buriti de Goiás,2024,5,9.0,28.497725,2024-05-01
Cocalzinho de Goiás,2024,5,64.44,146.74756,2024-05-01
Cachoeira Alta,2024,5,118.65,34.028633,2024-05-01
Santa Tereza de Goiás,2024,5,13.0,36.947052,2024-05-01
Palmelo,2024,5,60.0,54.15505,2024-05-01
Iporá,2024,5,564.21,174.26462,2024-05-01
Araçu,2024,5,5.0,42.787357,2024-05-01
Campo Limpo de Goiás,2024,5,106.4,68.6874,2024-05-01
Palmeiras de Goiás,2024,5,179.44,215.85101,2024-05-01
Cachoeira Dourada,2024,5,49.41,57.167686,2024-05-01
Santa Rita do Novo Destino,2024,5,16.6,32.174423,2024-05-01
Campos Belos,2024,5,101.9,79.250465,2024-05-01
Professor Jamil,2024,5,15.5,49.758926,2024-05-01
Buriti Alegre,2024,5,128.19,131.27701,2024-05-01
Marzagão,2024,5,4.56,34.95515,2024-05-01
Ipiranga de Goiás,2024,5,174.5,24.886005,2024-05-01
Aruanã,2024,5,153.06,167.54349,2024-05-01
Corumbá de Goiás,2024,5,40.72,68.049866,2024-05-01
Israelândia,2024,5,15.0,29.337065,2024-05-01
Avelinópolis,2024,5,6.0,45.118977,2024-05-01
Padre Bernardo,2024,5,802.98,191.73186,2024-05-01
Baliza,2024,5,29.2,46.435436,2024-05-01
Jussara,2024,5,99.84,183.2818,2024-05-01
Cidade Ocidental,2024,5,35.78,146.6794,2024-05-01
Castelândia,2024,5,22.95,30.56439,2024-05-01
Urutaí,2024,5,705.0,64.20062,2024-05-01
Morrinhos,2024,5,287.5,318.48895,2024-05-01
Edéia,2024,5,122.04,95.370285,2024-05-01
Palestina de Goiás,2024,5,7.7,45.295803,2024-05-01
Turvânia,2024,6,10.0,29.726006,2024-06-01
Bela Vista de Goiás,2024,6,260.68,167.28625,2024-06-01
Cromínia,2024,6,13.8,31.198233,2024-06-01
Bom Jardim de Goiás,2024,6,11.2,61.06587,2024-06-01
Trombas,2024,6,55.5,26.649088,2024-06-01
Nazário,2024,6,56.18,91.5972,2024-06-01
Mutunópolis,2024,6,45.0,29.36629,2024-06-01
Formosa,2024,6,335.71,369.66617,2024-06-01
Morro Agudo de Goiás,2024,6,19.3,25.397364,2024-06-01
Porangatu,2024,6,344.32,207.78564,2024-06-01
Aragoiânia,2024,6,143.45,59.45987,2024-06-01
Aporé,2024,6,23.04,19.017448,2024-06-01
Campos Verdes,2024,6,6.0,34.447605,2024-06-01
Águas Lindas de Goiás,2024,6,95.94,273.0832,2024-06-01
São Simão,2024,6,219.04,64.53012,2024-06-01
Quirinópolis,2024,6,493.58,250.21797,2024-06-01
Campo Alegre de Goiás,2024,6,3.92,207.53897,2024-06-01
Campos Belos,2024,6,53.9,56.6525,2024-06-01
Damianópolis,2024,6,32.0,20.484795,2024-06-01
Mundo Novo,2024,6,6.75,42.1645,2024-06-01
Portelândia,2024,6,6.0,35.910816,2024-06-01
Marzagão,2024,6,18.4,25.480892,2024-06-01
Formoso,2024,6,58.6,35.3164,2024-06-01
Mara Rosa,2024,6,82.7,190.08414,2024-06-01
Campo Limpo de Goiás,2024,6,135.04,85.476074,2024-06-01
Araguapaz,2024,6,62.92,42.068523,2024-06-01
Professor Jamil,2024,6,8.08,49.27379,2024-06-01
São Miguel do Passa Quatro,2024,6,40.6,41.7559,2024-06-01
Mozarlândia,2024,6,133.64,183.77931,2024-06-01
Mambaí,2024,6,38.4,30.980524,2024-06-01
São Patrício,2024,6,19.0,28.225185,2024-06-01
Porteirão,2024,6,14.0,34.00707,2024-06-01
Goianápolis,2024,6,127.6,33.608356,2024-06-01
Posse,2024,6,57.04,101.5896,2024-06-01
Campinorte,2024,6,42.06,57.84876,2024-06-01
Aparecida de Goiânia,2024,6,1833.07,2314.8135,2024-06-01
Morrinhos,2024,6,289.13,292.61127,2024-06-01
Gameleira de Goiás,2024,6,5.0,25.957819,2024-06-01
Caldas Novas,2024,6,989.44,1005.1135,2024-06-01
Nerópolis,2024,6,183.78,132.287,2024-06-01
Cachoeira Alta,2024,6,3093.98,37.360477,2024-06-01
Três Ranchos,2024,6,21.5,16.929522,2024-06-01
Palmelo,2024,6,21.12,63.098534,2024-06-01
Edéia,2024,6,25.7,102.269165,2024-06-01
Aruanã,2024,6,144.58,137.12518,2024-06-01
Buriti Alegre,2024,6,14.0,100.64591,2024-06-01
Montes Claros de Goiás,2024,6,58.17,48.87431,2024-06-01
Palmeiras de Goiás,2024,6,267.88,218.82362,2024-06-01
Baliza,2024,6,90.7,36.862617,2024-06-01
Palestina de Goiás,2024,6,10.0,28.885803,2024-06-01
Anicuns,2024,6,75.04,52.531654,2024-06-01
Cachoeira Dourada,2024,6,84.8,45.79967,2024-06-01
Avelinópolis,2024,6,5.0,29.032412,2024-06-01
Padre Bernardo,2024,6,5018.0,162.30305,2024-06-01
Caçu,2024,6,178.59,52.6898,2024-06-01
Silvânia,2024,6,56.0,143.11618,2024-06-01
Alvorada do Norte,2024,6,327.25,41.33883,2024-06-01
Palminópolis,2024,6,60.2,35.725616,2024-06-01
Ouvidor,2024,6,15.96,558.56915,2024-06-01
Moiporá,2024,6,3.0,9.156781,2024-06-01
Panamá,2024,6,25.0,64.90256,2024-06-01
Piranhas,2024,6,119.38,83.69217,2024-06-01
Terezópolis de Goiás,2024,6,7.8,59.958626,2024-06-01
Piracanjuba,2024,6,178.5,221.60715,2024-06-01
Abadia de Goiás,2024,6,160.54,84.387115,2024-06-01
Aurilândia,2024,6,35.0,27.183758,2024-06-01
Minaçu,2024,6,149.52,142.58693,2024-06-01
Petrolina de Goiás,2024,6,27.7,43.11269,2024-06-01
Alexânia,2024,6,240.25,126.71016,2024-06-01
Perolândia,2024,6,18.0,20.51366,2024-06-01
Maurilândia,2024,6,56.0,44.49851,2024-06-01
Pirenópolis,2024,6,119.5,155.04335,2024-06-01
Mineiros,2024,6,330.36,304.04434,2024-06-01
Paraúna,2024,6,57.94,164.25067,2024-06-01
Buriti de Goiás,2024,6,20.0,24.780977,2024-06-01
Paranaiguara,2024,6,18.8,23.555067,2024-06-01
Cabeceiras,2024,6,36.68,81.21897,2024-06-01
Pires do Rio,2024,6,154.96,538.57043,2024-06-01
Matrinchã,2024,6,30.76,57.413204,2024-06-01
Britânia,2024,6,8.0,104.35771,2024-06-01
Edealina,2024,6,53.8,104.46786,2024-06-01
Amaralina,2024,6,20.5,24.884436,2024-06-01
Nova Glória,2024,6,20.0,25.458925,2024-06-01
Caldazinha,2024,6,36.0,34.755207,2024-06-01
Firminópolis,2024,6,97.3,46.99136,2024-06-01
Adelândia,2024,6,4.48,31.758764,2024-06-01
Planaltina,2024,6,375.08,106.19171,2024-06-01
Nova Crixás,2024,6,103.0,130.37769,2024-06-01
Bonfinópolis,2024,6,5.24,48.973804,2024-06-01
Campestre de Goiás,2024,6,18.96,28.822863,2024-06-01
Nova América,2024,6,11.0,26.009783,2024-06-01
Senador Canedo,2024,6,904.83,809.8167,2024-06-01
Diorama,2024,6,21.04,23.017853,2024-06-01
Americano do Brasil,2024,6,47.98,29.846762,2024-06-01
Pontalina,2024,6,236.25,133.58855,2024-06-01
Davinópolis,2024,6,9.52,24.430176,2024-06-01
Flores de Goiás,2024,6,70.76,58.477005,2024-06-01
Niquelândia,2024,6,137.89,301.27792,2024-06-01
Campinaçu,2024,6,13.0,24.92062,2024-06-01
Nova Iguaçu de Goiás,2024,6,30.7,24.4166,2024-06-01
Aloândia,2024,6,17.92,54.22422,2024-06-01
Fazenda Nova,2024,6,57.0,35.23743,2024-06-01
Divinópolis de Goiás,2024,6,38.0,37.313667,2024-06-01
Montividiu,2024,6,92.52,145.04356,2024-06-01
Ouro Verde de Goiás,2024,6,122.36,34.28223,2024-06-01
Caiapônia,2024,6,62.62,76.151024,2024-06-01
Alto Horizonte,2024,6,136.17,41.943184,2024-06-01
Orizona,2024,6,309.22,142.40788,2024-06-01
Novo Planalto,2024,6,63.46,44.447315,2024-06-01
Brazabrantes,2024,6,6.6,41.260017,2024-06-01
Doverlândia,2024,6,35.0,43.11269,2024-06-01
Damolândia,2024,6,3.68,27.471401,2024-06-01
Estrela do Norte,2024,6,17.9,37.494564,2024-06-01
Trindade,2024,6,936.75,445.40512,2024-06-01
Faina,2024,6,5.0,51.13035,2024-06-01
Caldas Novas,2024,6,989.44,1005.1135,2024-06-01
Novo Brasil,2024,6,38.25,29.543127,2024-06-01
Acreúna,2024,6,87.79,121.764755,2024-06-01
Nova Veneza,2024,6,22.0,98.19343,2024-06-01
Serranópolis,2024,6,43.68,31.996784,2024-06-01
Arenópolis,2024,6,12.24,43.195175,2024-06-01
Novo Gama,2024,6,138.0,132.287,2024-06-01
Carmo do Rio Verde,2024,6,6.0,45.015305,2024-06-01
Corumbá de Goiás,2024,6,50.9,46.56011,2024-06-01
Vianópolis,2024,6,104.72,125.04595,2024-06-01
Itaberaí,2024,6,221.58,328.3289,2024-06-01
Jandaia,2024,6,83.68,39.94344,2024-06-01
Sanclerlândia,2024,6,30.8,44.84626,2024-06-01
Cidade Ocidental,2024,6,108.7,136.37466,2024-06-01
Santa Rita do Araguaia,2024,6,37.56,78.52836,2024-06-01
São João da Paraúna,2024,6,3.0,64.633575,2024-06-01
